end station name,Average trip duration,station latitude,station longitude,bikes entering
Watermark Seaport - Boston Wharf Rd at Seaport Blvd,715.9104258443466,42.351586,-71.04569256,681
Watertown Sq,19355.837209302324,42.36526032,-71.18573324,86
Watertown St at Albemarle Rd,2844.0,42.35410408,-71.21382214,5
Watertown Town Hall,1662.85,42.367621,-71.187936,20
Wellington MBTA,1508.3191489361702,42.4023682,-71.07573182,47
Wentworth Institute of Technology - Huntington Ave at Vancouver St,4608.595174262735,42.33758601,-71.09627098,373
West End Park,1063.4739583333333,42.36590788,-71.06446669,384
Whittier St Health Center,925.6515151515151,42.33286288,-71.09218862,66
Williams St at Washington St,912.6994535519126,42.306539,-71.107669,183
Wilson Square,691.7012987012987,42.38567579,-71.11412136,308
